"Timestamp","Action","User","Folder","File Name","IP"
"2016-01-16T02:41:46-05:00","REMOVE","lMoore@company.com","/data/onlineDocs/2013/Q3","expences-Aug.doc","10.10.10.10"
"2016-01-16T03:04:42+00:00","ADD","ADMIN","/data/onlineDocs/2013/Q2","expences-May.doc","127.0.0.1"
"2016-01-16T04:03:51-05:00","ADD","wAnderson@company.com","/data/onlineDocs","README.MD","10.10.10.201"
"2016-01-16T04:44:52-08:00","ADD","rGarcia@company.com","/data/onlineDocs/2013/Q3","expences-Aug.doc","10.10.10.107"
"2016-01-16T05:39:04-08:00","REMOVE","fMartinez@company.com","/data/onlineDocs/2015/Q3","expences-Spt-2015.doc","10.10.11.110"
"2016-01-16T06:18:54-08:00","ADD","fMartinez@company.com","/data/onlineDocs/2013/Q2","expences-May.doc","10.10.10.110"
"2016-01-16T07:15:36-05:00","ACCESSED","wAnderson@company.com","/data/onlineDocs/2013/Q1","expences-Feb.doc","10.10.10.201"
"2016-01-16T07:49:46-08:00","REMOVE","rGarcia@company.com","/data/onlineDocs/2015/Q3","expences-Aug-2015.doc","10.10.10.107"
"2016-01-16T08:00:27-08:00","ADD","tWilson@company.com","/data/onlineDocs","README.MD","10.10.10.109"
"2016-01-16T08:08:28-05:00","ADD","bWilliams@company.com","/data/onlineDocs/2014/Q1","big_year.doc","10.10.10.103"
"2016-01-16T09:36:12+08:30","ADD","mJones@company.com","/data/onlineDocs/2013/Q3","expences-Aug.doc","10.10.11.105"
"2016-01-16T09:42:18-05:00","ACCESSED","sJohnson@company.com","/data/onlineDocs","README.MD","10.10.10.102"
"2016-01-16T10:02:16-08:00","ADD","eThomas@company.com","/data/onlineDocs","README.MD","10.10.10.203"
"2016-01-16T10:58:54-05:00","ADD","mBrown@company.com","/data/onlineDocs/2014/Q1","expenses-Jan.doc","10.10.10.104"
"2016-01-16T10:59:55-08:00","ACCESSED","tWilson@company.com","/data/onlineDocs/2014/Q3","expenses-Jul.doc","10.10.10.109"
"2016-01-16T11:25:10-05:00","ADD","sJohnson@company.com","/data/onlineDocs/2014","newFormating,forNextYear.doc","10.10.10.102"
"2016-01-16T11:58:00-05:00","ADD","mBrown@company.com","/data/onlineDocs/2013/Q1","expences-Mar.doc","10.10.10.104"
"2016-01-16T14:29:13-08:00","ADD","rRodriguez@company.com","/data/onlineDocs/2014/Q3","expenses-Jul.doc","10.10.10.108"
"2016-01-16T14:52:15-05:00","REMOVE","mBrown@company.com","/data/onlineDocs","notices.doc","10.10.10.104"
"2016-01-16T16:18:34+08:30","ACCESSED","pMartin@company.com","/data/onlineDocs/2013/Q2","expences-Jun.doc","10.10.10.312"
"2016-01-16T16:23:38+08:30","ACCESSED","sTaylor@company.com","/data/onlineDocs/2015/Q2","expences-May-2015.doc","10.10.10.202"
"2016-01-16T17:20:27-05:00","REMOVE","sJohnson@company.com","/data/onlineDocs/2013/Q2","expenses-Apr.doc","10.10.10.102"
"2016-01-16T17:55:42-05:00","ACCESSED","sJohnson@company.com","/data/onlineDocs/2013/Q3","expenses-Jul.doc","10.10.10.102"
"2016-01-16T17:59:29+08:30","ADD","sTaylor@company.com","/data/onlineDocs","notices.doc","10.10.10.202"
"2016-01-16T18:54:37-08:00","ACCESSED","fMartinez@company.com","/data/onlineDocs/2013/Q1","expences-Mar.doc","10.10.10.110"
"2016-01-16T19:47:11+08:30","ACCESSED","cDavis@company.com","/data/onlineDocs/2014/Q2","why_previous_quarter_was_poor.doc","10.10.10.106"
"2016-01-16T20:30:35-05:00","ACCESSED","bWilliams@company.com","/data/onlineDocs/2014/Q3","expences-Spt.doc","10.10.10.103"
"2016-01-16T21:02:20+00:00","REMOVE","SYSTEM","/data/onlineDocs/2015/Q4","expences-Dec-2015.doc","127.0.0.1"
"2016-01-16T21:49:51-05:00","REMOVE","bWilliams@company.com","/data/onlineDocs/2014","yearEnd2.doc","10.10.10.103"
"2016-01-16T22:01:14+08:30","ACCESSED","sTaylor@company.com","/data/onlineDocs/2015/Q3","expences-Aug-2015.doc","10.10.10.202"
"2016-01-16T22:24:36+08:30","ADD","cDavis@company.com","/data/onlineDocs","help.doc","10.10.11.106"
"2016-01-16T23:09:11+00:00","ADD","ADMIN","/data/onlineDocs/2015","yearEnd2015.doc","10.10.10.312"
"2016-01-16T23:20:49-05:00","ADD","mBrown@company.com","/data/onlineDocs/2014/Q2","expenses-Apr.doc","10.10.10.104"
"2016-01-17T00:42:44-05:00","ADD","bWilliams@company.com","/data/onlineDocs/2014/Q1","big_year.doc","10.10.10.103"
"2016-01-17T01:44:34-05:00","REMOVE","lMoore@company.com","/data/onlineDocs/2013/Q4","expenses-Oct.doc","10.10.10.10"
"2016-01-17T01:53:02-08:00","REMOVE","rGarcia@company.com","/data/onlineDocs","README.MD","10.10.10.107"
"2016-01-17T02:32:12+08:30","ACCESSED","cDavis@company.com","/data/onlineDocs/2014/Q4","workingHarderNextYear.doc","10.10.11.106"
"2016-01-17T03:09:21-05:00","ACCESSED","sJohnson@company.com","/data/onlineDocs/2014/Q3","expences-Spt.doc","10.10.10.102"
"2016-01-17T04:06:14+00:00","REMOVE","ADMIN","/data/onlineDocs/2015/Q4","expences-Dec-2015.doc","10.10.10.311"
"2016-01-17T04:35:24-08:00","ADD","rGarcia@company.com","/data/onlineDocs/2014/Q2","expences-Jun.doc","10.10.10.107"
"2016-01-17T05:33:27+00:00","REMOVE","SYSTEM","/data/onlineDocs/2014/Q1","expences-Feb.doc","127.0.0.1"
"2016-01-17T07:50:42+00:00","REMOVE","SYSTEM","/data/onlineDocs","help.doc","127.0.0.1"
"2016-01-17T08:05:28-08:00","ADD","tWilson@company.com","/data/onlineDocs/2013/Q2","expences-May.doc","10.10.10.109"
"2016-01-17T08:15:44-08:00","ACCESSED","fMartinez@company.com","/data/onlineDocs","notices.doc","10.10.10.110"
"2016-01-17T08:23:08-05:00","ACCESSED","wAnderson@company.com","/data/onlineDocs/2013/Q4","bigSoftwareResolution.doc","10.10.10.201"
"2016-01-17T08:32:07-05:00","REMOVE","lMoore@company.com","/data/onlineDocs/2015/Q1","expences-Mar-2015.doc","10.10.10.10"
"2016-01-17T09:05:13-05:00","ADD","jSmith@company.com","/data/onlineDocs/2014/Q3","expences-Aug.doc","10.10.10.101"
"2016-01-17T09:31:45-05:00","ACCESSED","bWilliams@company.com","/data/onlineDocs","notices.doc","10.10.10.103"
"2016-01-17T10:03:46+00:00","REMOVE","SYSTEM","/data/onlineDocs/2014/Q3","expenses-Jul.doc","127.0.0.1"
"2016-01-17T10:26:23-05:00","ACCESSED","lMoore@company.com","/data/onlineDocs/2015/Q4","expences-Dec-2015.doc","10.10.10.111"
"2016-01-17T10:58:00-05:00","ACCESSED","sJohnson@company.com","/data/onlineDocs/2013/Q3","expenses-Jul.doc","10.10.10.102"
"2016-01-17T12:07:24-08:00","ACCESSED","rRodriguez@company.com","/data/onlineDocs/2014/Q2","expences-May.doc","10.10.10.108"
"2016-01-17T13:30:48-05:00","REMOVE","lMoore@company.com","/data/onlineDocs/2013/Q4","expences-Nov.doc","10.10.10.111"
"2016-01-17T13:49:41-05:00","ADD","mBrown@company.com","/data/onlineDocs/2013/Q1","expenses-Jan.doc","10.10.10.104"
"2016-01-17T14:01:20+00:00","REMOVE","SYSTEM","/data/onlineDocs/2014/Q4","expences-Dec.doc","127.0.0.1"
"2016-01-17T14:20:52+00:00","REMOVE","ADMIN","/data/onlineDocs/2014/Q2","expences-Jun.doc","127.0.0.1"
"2016-01-17T14:28:24-08:00","ACCESSED","tWilson@company.com","/data/onlineDocs","README.MD","10.10.10.109"
"2016-01-17T14:41:00-08:00","ADD","fMartinez@company.com","/data/onlineDocs/2014/Q2","why_previous_quarter_was_poor.doc","10.10.11.110"
"2016-01-17T16:11:13+08:30","ACCESSED","cDavis@company.com","/data/onlineDocs/2013/Q2","expenses-Apr.doc","10.10.11.106"
"2016-01-17T16:24:00-05:00","ACCESSED","jSmith@company.com","/data/onlineDocs","help.doc","10.10.10.101"
"2016-01-17T16:29:51+08:30","ACCESSED","sTaylor@company.com","/data/onlineDocs/2015/Q3","expenses-Jul-2015.doc","10.10.10.202"
"2016-01-17T17:01:02-08:00","ADD","fMartinez@company.com","/data/onlineDocs/2014/Q1","expenses-Jan.doc","10.10.11.110"
"2016-01-17T17:56:22-08:00","ADD","rRodriguez@company.com","/data/onlineDocs/2013/Q2","expenses-Apr.doc","10.10.10.108"
"2016-01-17T18:18:17+08:30","ADD","pMartin@company.com","/data/onlineDocs/2015/Q1","expences-Mar-2015.doc","127.0.0.1"
"2016-01-17T18:24:21-08:00","ADD","eThomas@company.com","/data/onlineDocs/2015/Q4","expences-Dec-2015.doc","10.10.10.203"
"2016-01-17T18:31:10-08:00","ACCESSED","rRodriguez@company.com","/data/onlineDocs/2013/Q4","expences-Dec.doc","10.10.10.108"
"2016-01-17T19:03:56-05:00","ADD","jSmith@company.com","/data/onlineDocs","notices.doc","10.10.10.101"
"2016-01-17T19:51:19+08:30","ADD","sTaylor@company.com","/data/onlineDocs","help.doc","10.10.10.202"
"2016-01-17T20:09:27-08:00","REMOVE","rRodriguez@company.com","/data/onlineDocs/2014/Q3","expenses-Jul.doc","10.10.10.108"
"2016-01-17T20:35:47+08:30","ACCESSED","sTaylor@company.com","/data/onlineDocs/2013","yearEnd.doc","10.10.10.202"
"2016-01-17T20:37:36+08:30","REMOVE","sTaylor@company.com","/data/onlineDocs/2015/Q2","congratsTeam.doc","10.10.10.202"
"2016-01-17T20:46:48-08:00","ADD","rRodriguez@company.com","/data/onlineDocs/2015/Q3","expenses-Jul-2015.doc","10.10.10.108"
"2016-01-17T21:30:22-08:00","ACCESSED","tWilson@company.com","/data/onlineDocs/2014/Q2","expences-May.doc","10.10.10.109"
"2016-01-17T22:11:37+00:00","REMOVE","ADMIN","/data/onlineDocs/2013/Q1","expences-Mar.doc","127.0.0.1"
"2016-01-17T22:47:37-08:00","ADD","rGarcia@company.com","/data/onlineDocs/2013","yearEnd.doc","10.10.10.107"
"2016-01-17T23:16:55+08:30","ACCESSED","cDavis@company.com","/data/onlineDocs","notices.doc","10.10.10.106"
"2016-01-18T00:29:07-05:00","ADD","bWilliams@company.com","/data/onlineDocs","notices.doc","10.10.10.103"
"2016-01-18T01:03:36-08:00","ACCESSED","fMartinez@company.com","/data/onlineDocs/2014/Q1","expenses-Jan.doc","10.10.10.110"
"2016-01-18T02:29:48-05:00","ADD","sJohnson@company.com","/data/onlineDocs/2013","yearEnd.doc","10.10.10.102"
"2016-01-18T04:01:53-05:00","REMOVE","sJohnson@company.com","/data/onlineDocs/2013/Q3","expences-Aug.doc","10.10.10.102"
"2016-01-18T04:49:01+08:30","ADD","mJones@company.com","/data/onlineDocs/2013/Q4","expenses-Oct.doc","10.10.11.105"
"2016-01-18T05:43:08+08:30","ADD","sTaylor@company.com","/data/onlineDocs/2015/Q3","expences-Spt-2015.doc","10.10.10.202"
"2016-01-18T06:37:58+08:30","ADD","cDavis@company.com","/data/onlineDocs/2014/Q3","expenses-Jul.doc","10.10.10.106"
"2016-01-18T06:58:38-05:00","ACCESSED","sJohnson@company.com","/data/onlineDocs/2014/Q3","expenses-Jul.doc","10.10.10.102"
"2016-01-18T07:13:19-08:00","ADD","tWilson@company.com","/data/onlineDocs/2015/Q1","expences-Mar-2015.doc","10.10.10.109"
"2016-01-18T08:11:19+00:00","REMOVE","ADMIN","/data/onlineDocs","README.MD","10.10.10.312"
"2016-01-18T08:52:01+00:00","REMOVE","ADMIN","/data/onlineDocs/2015/Q1","getReady.doc","10.10.10.312"
"2016-01-18T09:16:11-08:00","ACCESSED","rGarcia@company.com","/data/onlineDocs/2014/Q2","expenses-Apr.doc","10.10.10.107"
"2016-01-18T11:38:34+08:30","REMOVE","mJones@company.com","/data/onlineDocs","README.MD","10.10.10.105"
"2016-01-18T12:38:31-05:00","ADD","bWilliams@company.com","/data/onlineDocs/2015","yearEnd2015.doc","10.10.10.103"
"2016-01-18T13:34:55-08:00","ACCESSED","rGarcia@company.com","/data/onlineDocs","notices.doc","10.10.10.107"
"2016-01-18T14:26:24-05:00","REMOVE","lMoore@company.com","/data/onlineDocs","README.MD","10.10.10.10"
"2016-01-18T14:30:47-08:00","ADD","tWilson@company.com","/data/onlineDocs/2015/Q3","expenses-Jul-2015.doc","10.10.10.109"
"2016-01-18T14:45:03-08:00","ACCESSED","rGarcia@company.com","/data/onlineDocs/2014/Q3","expenses-Jul.doc","10.10.10.107"
"2016-01-18T15:10:31-05:00","REMOVE","lMoore@company.com","/data/onlineDocs/2013/Q2","expences-May.doc","10.10.10.111"
"2016-01-18T15:42:36-08:00","ADD","tWilson@company.com","/data/onlineDocs/2015/Q2","expences-Jun-2015.doc","10.10.10.109"
"2016-01-18T15:49:08-05:00","ADD","sJohnson@company.com","/data/onlineDocs","help.doc","10.10.10.102"
"2016-01-18T16:34:09+08:30","ADD","mJones@company.com","/data/onlineDocs/2014/Q3","expences-Aug.doc","10.10.10.105"
"2016-01-18T17:24:30-08:00","ADD","rGarcia@company.com","/data/onlineDocs","README.MD","10.10.10.107"
"2016-01-18T18:23:02-08:00","ADD","eThomas@company.com","/data/onlineDocs/2015/Q3","expenses-Jul-2015.doc","10.10.10.203"
"2016-01-18T18:52:20-05:00","REMOVE","bWilliams@company.com","/data/onlineDocs","notices.doc","10.10.10.103"
"2016-01-18T20:19:38-08:00","ADD","eThomas@company.com","/data/onlineDocs/2013/Q1","expences-Feb.doc","10.10.10.203"
"2016-01-18T20:57:49-08:00","REMOVE","rRodriguez@company.com","/data/onlineDocs/2013/Q1","expenses-Jan.doc","10.10.10.108"
"2016-01-18T22:15:27-05:00","ADD","sJohnson@company.com","/data/onlineDocs/2014/Q1","expences-Mar.doc","10.10.10.102"
"2016-01-18T22:44:36-05:00","ACCESSED","sJohnson@company.com","/data/onlineDocs/2015/Q2","expences-Jun-2015.doc","10.10.10.102"
"2016-01-18T23:33:58-05:00","ADD","wAnderson@company.com","/data/onlineDocs","README.MD","10.10.10.201"
"2016-01-19T00:32:36-05:00","ACCESSED","jSmith@company.com","/data/onlineDocs/2015/Q2","congratsTeam.doc","10.10.10.101"
"2016-01-19T00:59:35-05:00","ACCESSED","jSmith@company.com","/data/onlineDocs","notices.doc","10.10.10.101"
"2016-01-19T01:48:35-05:00","ADD","wAnderson@company.com","/data/onlineDocs/2015/Q3","expenses-Jul-2015.doc","10.10.10.201"
"2016-01-19T01:57:21-05:00","REMOVE","mBrown@company.com","/data/onlineDocs","notices.doc","10.10.10.104"
"2016-01-19T04:08:41-08:00","ADD","fMartinez@company.com","/data/onlineDocs","notices.doc","10.10.10.110"
"2016-01-19T04:14:33-08:00","ADD","fMartinez@company.com","/data/onlineDocs","README.MD","10.10.10.110"
"2016-01-19T05:28:23-08:00","ACCESSED","rRodriguez@company.com","/data/onlineDocs","notices.doc","10.10.10.108"
"2016-01-19T07:24:16-08:00","ACCESSED","tWilson@company.com","/data/onlineDocs/2015/Q2","congratsTeam.doc","10.10.10.109"
"2016-01-19T08:00:09+08:30","ACCESSED","cDavis@company.com","/data/onlineDocs/2013/Q4","futureProofing.doc","10.10.10.106"
"2016-01-19T08:58:11-05:00","ADD","bWilliams@company.com","/data/onlineDocs/2015/Q4","expences-Dec-2015.doc","10.10.10.103"
"2016-01-19T09:55:12-05:00","ADD","wAnderson@company.com","/data/onlineDocs/2015/Q1","expences-Feb-2015.doc","10.10.10.201"
"2016-01-19T10:27:26-08:00","ACCESSED","rRodriguez@company.com","/data/onlineDocs/2015/Q3","expenses-Jul-2015.doc","10.10.10.108"
"2016-01-19T11:21:40+00:00","REMOVE","SYSTEM","/data/onlineDocs/2015/Q2","expences-May-2015.doc","127.0.0.1"
"2016-01-19T12:13:46-08:00","ADD","rGarcia@company.com","/data/onlineDocs","README.MD","10.10.10.107"
"2016-01-19T13:13:24+00:00","ADD","ADMIN","/data/onlineDocs/2013/Q2","expences-May.doc","10.10.10.311"
"2016-01-19T13:58:57-05:00","ACCESSED","bWilliams@company.com","/data/onlineDocs/2014/Q1","big_year.doc","10.10.10.103"
"2016-01-19T14:27:05-08:00","ACCESSED","rGarcia@company.com","/data/onlineDocs/2014/Q4","expenses-Oct.doc","10.10.10.107"
"2016-01-19T14:29:56-08:00","ADD","tWilson@company.com","/data/onlineDocs/2015/Q1","expences-Mar-2015.doc","10.10.10.109"
"2016-01-19T15:45:01+00:00","ADD","ADMIN","/data/onlineDocs/2015/Q2","expences-Jun-2015.doc","10.10.10.312"
"2016-01-19T16:16:48+00:00","ACCESSED","ADMIN","/data/onlineDocs/2014/Q3","expences-Spt.doc","10.10.10.311"
"2016-01-19T17:34:14-08:00","ADD","rRodriguez@company.com","/data/onlineDocs/2013/Q2","expenses-Apr.doc","10.10.10.108"
"2016-01-19T18:38:33+08:30","ADD","sTaylor@company.com","/data/onlineDocs/2013/Q1","expences-Mar.doc","10.10.10.202"
"2016-01-19T19:34:09-05:00","ACCESSED","jSmith@company.com","/data/onlineDocs/2015/Q2","congratsTeam.doc","10.10.10.101"
"2016-01-19T19:35:36-05:00","REMOVE","sJohnson@company.com","/data/onlineDocs/2014/Q4","workingHarderNextYear.doc","10.10.10.102"
"2016-01-19T19:42:32+08:30","ACCESSED","pMartin@company.com","/data/onlineDocs/2015/Q3","expences-Spt-2015.doc","10.10.10.312"
"2016-01-19T20:03:06-08:00","ACCESSED","rGarcia@company.com","/data/onlineDocs/2015","yearEnd2015.doc","10.10.10.107"
"2016-01-19T20:31:36-05:00","ADD","wAnderson@company.com","/data/onlineDocs/2013/Q4","expences-Dec.doc","10.10.10.201"
"2016-01-19T20:46:09+08:30","ACCESSED","mJones@company.com","/data/onlineDocs/2014/Q4","expenses-Oct.doc","10.10.10.105"
"2016-01-19T21:15:02-05:00","REMOVE","bWilliams@company.com","/data/onlineDocs/2014/Q2","why_previous_quarter_was_poor.doc","10.10.10.103"
"2016-01-19T21:30:45+08:30","ACCESSED","sTaylor@company.com","/data/onlineDocs","notices.doc","10.10.10.202"
"2016-01-19T22:35:43+08:30","REMOVE","pMartin@company.com","/data/onlineDocs","notices.doc","10.10.10.112"
"2016-01-19T23:51:12+00:00","ACCESSED","ADMIN","/data/onlineDocs/2015/Q2","expenses-Apr-2015.doc","10.10.10.311"
"2016-01-20T00:26:56-05:00","ADD","mBrown@company.com","/data/onlineDocs/2015/Q3","expences-Aug-2015.doc","10.10.10.104"
"2016-01-20T01:14:14-05:00","REMOVE","jSmith@company.com","/data/onlineDocs","README.MD","10.10.10.101"
"2016-01-20T01:31:28-08:00","ACCESSED","rRodriguez@company.com","/data/onlineDocs","help.doc","10.10.10.108"
"2016-01-20T01:34:24+08:30","ACCESSED","mJones@company.com","/data/onlineDocs/2015/Q2","expenses-Apr-2015.doc","10.10.10.105"
"2016-01-20T02:32:59-08:00","ADD","tWilson@company.com","/data/onlineDocs/2014/Q2","expences-Jun.doc","10.10.10.109"
"2016-01-20T03:02:11-05:00","ADD","bWilliams@company.com","/data/onlineDocs/2014/Q3","expenses-Jul.doc","10.10.10.103"
"2016-01-20T03:55:41-08:00","ADD","tWilson@company.com","/data/onlineDocs","notices.doc","10.10.10.109"
"2016-01-20T04:53:42+00:00","REMOVE","ADMIN","/data/onlineDocs","README.MD","10.10.10.312"
"2016-01-20T05:28:23+08:30","ADD","pMartin@company.com","/data/onlineDocs/2013/Q2","expenses-Apr.doc","127.0.0.1"
"2016-01-20T05:49:54+00:00","ACCESSED","ADMIN","/data/onlineDocs/2014/Q4","expenses-Oct.doc","10.10.10.312"
"2016-01-20T07:56:10-08:00","REMOVE","rRodriguez@company.com","/data/onlineDocs","README.MD","10.10.10.108"
"2016-01-20T09:23:02+08:30","ADD","sTaylor@company.com","/data/onlineDocs/2014/Q2","expences-May.doc","10.10.10.202"
"2016-01-20T11:34:14+08:30","ADD","mJones@company.com","/data/onlineDocs/2013/Q1","expences-Feb.doc","10.10.11.105"
"2016-01-20T12:38:41+00:00","REMOVE","SYSTEM","/data/onlineDocs/2014/Q3","expences-Spt.doc","127.0.0.1"
"2016-01-20T13:02:55-08:00","ADD","rRodriguez@company.com","/data/onlineDocs/2013/Q4","expences-Nov.doc","10.10.10.108"
"2016-01-20T13:20:04-05:00","REMOVE","jSmith@company.com","/data/onlineDocs/2013/Q1","expences-Mar.doc","10.10.10.101"
"2016-01-20T14:53:34-05:00","ACCESSED","mBrown@company.com","/data/onlineDocs/2015/Q4","expences-Dec-2015.doc","10.10.10.104"
"2016-01-20T15:30:52+08:30","ACCESSED","cDavis@company.com","/data/onlineDocs/2013/Q2","expenses-Apr.doc","10.10.11.106"
"2016-01-20T16:25:15-05:00","ACCESSED","wAnderson@company.com","/data/onlineDocs/2014/Q1","expences-Feb.doc","10.10.10.201"
"2016-01-20T17:23:25-05:00","ACCESSED","mBrown@company.com","/data/onlineDocs/2015/Q2","expenses-Apr-2015.doc","10.10.10.104"
"2016-01-20T17:40:01-05:00","ADD","sJohnson@company.com","/data/onlineDocs/2014","newFormating,forNextYear.doc","10.10.10.102"
"2016-01-20T17:57:32-05:00","ACCESSED","mBrown@company.com","/data/onlineDocs/2014/Q4","workingHarderNextYear.doc","10.10.10.104"
"2016-01-20T18:07:02-05:00","ADD","sJohnson@company.com","/data/onlineDocs/2015/Q3","expenses-Jul-2015.doc","10.10.10.102"
"2016-01-20T19:43:05-08:00","ADD","rRodriguez@company.com","/data/onlineDocs","notices.doc","10.10.10.108"
"2016-01-20T20:34:00-08:00","ADD","rRodriguez@company.com","/data/onlineDocs/2014/Q2","why_previous_quarter_was_poor.doc","10.10.10.108"
"2016-01-20T21:31:39-05:00","ACCESSED","bWilliams@company.com","/data/onlineDocs/2014/Q3","expenses-Jul.doc","10.10.10.103"
"2016-01-20T22:10:04+08:30","REMOVE","sTaylor@company.com","/data/onlineDocs/2015/Q1","getReady.doc","10.10.10.202"
"2016-01-20T23:39:36-05:00","ADD","wAnderson@company.com","/data/onlineDocs","help.doc","10.10.10.201"
"2016-01-21T01:31:42+08:30","ADD","cDavis@company.com","/data/onlineDocs","help.doc","10.10.11.106"
"2016-01-21T01:46:49+08:30","ACCESSED","cDavis@company.com","/data/onlineDocs/2015/Q3","expenses-Jul-2015.doc","10.10.11.106"
"2016-01-21T03:30:43-08:00","REMOVE","fMartinez@company.com","/data/onlineDocs/2015/Q4","expences-Nov-2015.doc","10.10.11.110"
"2016-01-21T07:04:42+00:00","ADD","ADMIN","/data/onlineDocs/2013/Q2","expenses-Apr.doc","127.0.0.1"
"2016-01-21T07:50:28-05:00","ACCESSED","bWilliams@company.com","/data/onlineDocs/2015/Q3","expenses-Jul-2015.doc","10.10.10.103"
"2016-01-21T08:30:42-08:00","ACCESSED","eThomas@company.com","/data/onlineDocs/2013/Q2","expences-Jun.doc","10.10.10.203"
"2016-01-21T08:48:46-05:00","ADD","mBrown@company.com","/data/onlineDocs/2013/Q3","expences-Spt.doc","10.10.10.104"
"2016-01-21T08:50:29-08:00","ADD","fMartinez@company.com","/data/onlineDocs/2013","yearEnd.doc","10.10.11.110"
"2016-01-21T09:44:36-08:00","ADD","rGarcia@company.com","/data/onlineDocs","README.MD","10.10.10.107"
